original_poem,translated_poem,translated_by_marian,src_lang,tgt_lang
"estas palavras júpiter dizia,
quando os deuses por ordem respondendo,
na sentença um do outro diferia,
razões diversas dando e recebendo.
o padre baco ali não consentia
no que júpiter disse, conhecendo
que esquecerão seus feitos no oriente
se lá passar a lusitana gente.","a peine jupiter eut tenu ce langage,
qu’il s’élève au conseil un débat orageux;
chacun prend un parti, diffère et se partage
allègue ses motifs.—le plus impétueux
etait surtout bacchus. ce dieu parle et s’agite;
au vœu de jupiter il ne peut consentir,
sachant qu’en orient, on l’oubliera bien vite,
si les fiers lusilains peuvent y parvenir.","Ces mots, Jupiter dit:
quand les dieux dans l'ordre répondent,
dans la phrase des uns et des autres différait,
diverses raisons de donner et de recevoir.
le prêtre baco n'a pas consenti
dans ce que Jupiter a dit, sachant
qui oublieront leurs actions dans l'Orient
Si vous passez le peuple lusitanien là-bas.",pt,fr
"ouvido tinha aos fados que viria
uma gente fortíssima de espanha
pelo mar alto, a qual sujeitaria
da índia tudo quanto dóris banha,
e com novas vitórias venceria
a fama antiga, ou sua ou fosse estranha.
altamente lhe dói perder a glória
de que nisa celebra inda a memória.","il a vu dans le sort des preuves menaçantes
que d'espagne il viendrait des hommes aguerris,
qui par la haute mer, à travers les tourmentes,
soumettraient à leur joug tous les lieux que boris
arrose de ses ilots sur la côte indienne;
il sait qu’on oubliera pour ces nouveaux venus,
toute gloire passée, et regrette la sienne
que nysée en ses chants ne célébrera plus.","J'ai entendu les fées arriver.
un peuple d'Espagne très fort
par la haute mer, à laquelle elle serait soumise
de l'Inde toutes ces douleurs se baignent,
Et avec de nouvelles victoires, je gagnerais
la renommée ancienne, ou la vôtre ou c'était étrange.
Ça te fait très mal de perdre la gloire.
dont Nisa célèbre la mémoire.",pt,fr
"vê que já teve o indo sojugado
e nunca lhe tirou fortuna ou caso
por vencedor da índia ser cantado
de quantos bebem a água de parnaso.
teme agora que seja sepultado
seu tão célebre nome em negro vaso
de água do esquecimento, se lá chegam
os fortes portugueses que navegam.","dans les temps reculés, il a subjugue l’inde;
soit fortune ou hasard, ce fait a mérité
que tous les sectateurs buvant aux eaux du pindc,
comme son conquérant l’aient seul toujours chanté.
ce litre glorieux et qui l’immortalise,
les flots noirs de l’oubli l’éteindraient à jamais,
si celle région élail enfin soumise
a des navigateurs tels que les portugais.","- Tu vois que tu as eu la chance d'y aller.
et n'a jamais pris sa fortune ou son cas.
par le gagnant indien à chanter
de ceux qui boivent de l'eau de parnase.
peur maintenant qu'il soit enterré
votre nom célèbre dans le vase noir
de l'eau de l'oubli, s'ils arrivent là
Les Portugais forts qui naviguent.",pt,fr
"sustentava contra ele vénus bela,
afeiçoada à gente lusitana,
por quantas qualidades via nela
da antiga tão amada sua romana;
nos fortes corações, na grande estrela
que mostraram na terra tingitana,
e na língua, na qual quando imagina,
com pouca corrupção crê que é a latina.","pour eux et contre lui plaidait vénus la belle;
elle veut proléger un peuple généreux
qui par des traits brillants à son âme rappelle
ces romains qu'elle aimait, et que l’on vit comme eux.
poussés par leur étoile et leur brillant courage,
etendre leurs succès sur le sol africain;
(test pareille valeur, presque même langage
qui sous tant de rapports parait être latin.","Il a soutenu contre lui de beaux veines,
l'amour du peuple lusitanien,
pour combien de qualités vous y voyez
De l'ancien si aimé son romain;
dans les cœurs forts, dans la grande étoile
qu'ils ont montrés dans le pays de Tingy,
Et dans la langue, dans laquelle quand vous imaginez,
Avec peu de corruption, tu penses que c'est la latina.",pt,fr
"estas causas moviam citereia,
e mais, porque das parcas claro entende
que há-de ser celebrada, a clara deia,
onde a gente belígera se estende.
assim que, um, pela infâmia que arreceia,
e o outro, pelas honras que pretende,
debatem e na porfia permanecem;
a qualquer seus amigos favorecem.","ces raisons excilaient la reine de cythère;
el puis ne sait-elle pas qu’il arrive toujours
que là où s’établit une race guerrière
on voit fleurir son culte et les tendres amours?
ainsi l'un pour sauver sa gloire chancelante,
et l'autre dans l’espoir d’augmenter ses autels,
pendent la discussion acharnée el bruyante;
tant l'on combat partout pour des buts personnels.","Ces causes ont déplacé la citerne,
Et plus encore, à cause des patchs clairs que vous comprenez
qui doit être célébré, la divinité claire,
où les gens belligérants s'étendent.
de sorte que, l'un, par l'infamie qui pousse,
Et l'autre, pour les honneurs que tu désires,
débat et reste dans le rang;
N'importe quel ami vous rend service.",pt,fr
"qual austro fero ou bóreas na espessura
de silvestre arvoredo abastecida,
rompendo os ramos vão da mata escura,
com ímpeto e braveza desmedida;
brama toda a montanha, o som murmura,
rompem-se as folhas, ferve a serra erguida:
tal andava o tumulto, levantado
entre os deuses, no olimpo consagrado.","tels on voit les autans et borée en furie,
s’ébattre impétueux sur des taillis touffus.
le feuillage a tremblé, l'arbre s’agite et cric,
bientôt leur rage accroît en sifflements aigus.
la montagne murmure et se plaint gémissante,
les branches, les rameaux tombent avec fracas,
tel au brillant olympe un léger bruit s’augmente,
et finit par l'emplir de tumulte et d’éclats.","– dont austro ou boréales féroces d'épaisseur
de l'arbre sauvage ensemencé,
Les branches brisées vont de la forêt sombre,
avec impétuosité et bravoure démesurée;
toute la montagne gronde, les murmures sonores,
Briser les feuilles, faire bouillir la scie relevée:
tel était le tumulte, élevé
parmi les dieux, dans l'olympe consacré.",pt,fr
"mas marte, que da deusa sustentava
entre todos as partes em porfia,
ou porque o amor antigo o obrigava,
ou porque a gente forte o merecia,
de entre os deuses em pé se levantava
(merencório no gesto parecia),
o forte escudo, ao colo pendurado,
deitando para trás, medonho e irado.","mais mars qui contre tous soutenait la déesse,
soit qu'il se rappelât ses amours d’autre fois,
soit qu’à tous les héros, son grand cœur reconnaisse
le droit de reclamer son secours et sa voix;
mars, entre tous les dieux dressant sa taille altière
commande le respect par son air résolu,
et d un geste irrité rejetant en arrière
son pesant bouclier à son col suspendu;","Mais mardi, qui de la déesse a soutenu
entre toutes les parties en porphyre,
ou parce que l'amour ancien l'a forcé,
ou parce que les gens forts le méritaient,
de la part des dieux debout se leva
(mercure aucun geste n'a semblé),
le bouclier fort, avec le cou suspendu,
Reculant, effrayé et en colère.",pt,fr
"a viseira do elmo de diamante
alevantando um pouco, mui seguro,
por dar seu parecer se pôs diante
de júpiter, armado, forte e duro;
e dando uma pancada penetrante
co'o conto do bastão no sólio puro,
o céu tremeu, e apolo, de torvado,
um pouco a luz perdeu, como enfiado.","du casque en diamant qui recouvrait sa tête,
la visière est levée et montre cet œil fier,
qui des combats sanglants dirige la tempête;
d'un pas ferme il s’avance, et devant jupiter,
pour donner son avis, il s’arrête terrible;
alors frappant son dard d'un bras si vigoureux
qu'il ébranla le ciel, et qu'un effroi visible
altéra d'apollon les rayons lumineux","La visière du casque en diamant
Se levant un peu, très sûr,
pour avoir donné son avis s'il se levait
de Jupiter, armé, fort et dur;
et donnant un coup de poing pénétrant
avec l'histoire du bâton dans le sol pur,
le ciel trembla, et l'apolus trembla,
Un peu de lumière perdue, comme coincée dedans.",pt,fr
"e disse assim: ó padre, a cujo império
tudo aquilo obedece que criaste:
se esta gente que busca outro hemisfério,
cuja valia e obras tanto amaste,
não queres que padeçam vitupério,
como há já tanto tempo que ordenaste,
não onças mais, pois és juiz direito,
razões de quem parece que é suspeito.","«maître des dieux, dit il, qui d’un amour de père
«gouverne ces humains dont lu fus créateur,
«si des mortels, cherchant un nouvel hémisphère,
«ont su par leur audace et leur haute valeur,
«mériter de ta part et secours et refuge,
«pourquoi laisser l'envie après eux s’acharner?
«a quoi sert d’écouter, quand lu dois être juge,
«tous ces motifs suspects qu’on ose te donner?","Et il dit: Ô prêtre, dont l'empire
Tout ce qui obéit à ce que vous avez créé:
Si ces gens cherchent un autre hémisphère,
dont tu as tant aimé la valeur et le travail,
Vous ne voulez pas qu'ils souffrent d'opprobre,
comme vous l'avez commandé depuis si longtemps,
Plus d'onces, parce que tu es juge,
des raisons pour qui semble être un suspect.",pt,fr
"que, se aqui a razão se não mostrasse
vencida do temor demasiado,
bem fora que aqui baco os sustentasse,
pois que de luso vem, seu tão privado;
mas esta tenção sua agora passe,
porque enfim vem de estômago danado;
que nunca tirará alheia inveja
o bem que outrem merece e o céu deseja.","«n’est-il pas positif qu'une terreur panique
«a fait croire à bacclius qu’il doit craindre pour lui,
«el que sans l’intérêt de son renom antique,
«de ces fils de lusus, il deviendrait l’appui;
«dans leurs vastes desseins si ce dieu les entrave
«de sa malignité ne voit-on pas l’effet?
«et permettrons-nous donc que l’envie ôte au brave,
«la gloire qu’il mérite, et que le sort promet?","Que, si c'est la raison si je ne suis pas venu
Surpris par la peur aussi,
Bien en dehors de ce baco ici les soutiendrait,
Car de la lumière vient son si intime;
Mais votre attention passe maintenant,
Car enfin il vient d'un estomac endommagé;
qui ne rendra jamais les autres jaloux
le bien que les autres méritent et le ciel désire.",pt,fr
"e tu, padre de grande fortaleza,
da determinação que tens tomada
não tornes por detrás, pois é fraqueza
desistir-se da cousa começada.
mercúrio, pois excede em ligeireza
ao vento leve e à seta bem talhada,
lhe vá mostrar a terra onde se informe
da índia, e onde a gente se reforme.","«et toi, dieu tout puissant, en la haute sagesse,
«si lu voulus fixer un terme à leurs travaux
«ne l’en désiste pas, car seule la faiblesse
«dans ce qu’elle entreprend, s’arrête sans propos.
«laisse partir mercure et que son vol rapide,
«plus vile que la flèche et que le vent léger,
«leur montre cette terre où la flotte intrépide,
«doit s'informer de l'inde et se ravitailler.»","Et toi, père d'une grande force,
de la détermination que vous avez faite
Ne vous retournez pas de derrière, parce que c'est de la faiblesse.
Abandonner le truc a commencé.
mercure, parce qu'il dépasse dans la légèreté
au vent léger et à la flèche bien coupée,
Va lui montrer la terre où il l'informe.
de l'Inde, et où nous réformons.",pt,fr
"como isto disse, o padre poderoso,
a cabeça inclinando, consentiu
no que disse mavorte valeroso
e néctar sobre todos esparziu.
pelo caminho lácteo glorioso
logo cada um dos deuses se partiu
fazendo seus reais acatamentos,
para os determinados aposentos.","il dit, et jupiter en inclinant la tète
donne à l’avis de mars, sa pleine adhésion;
la séance est levée et tout débat s’arrête,
on verse le nectar avec profusion.
enfin prenant congé, chaque dieu se relire,
et de la voie lactée les différents chemins,
les ramènent aux lieux, sièges de leur empire,
pour recueillir l’encens et les voeux des humains.","Comme cela a été dit, le souverain sacrificateur,
la tête inclinée, consentie
dans ce qui a dit vaillant mavorte
et nectar sur tout dispersé.
par la glorieuse voie laitière
bientôt, chacun des dieux s'en alla
En faisant tes vraies dévotions,
pour certaines pièces.",pt,fr
"enquanto isto se passa na formosa
casa etérea do olimpo omnipotente,
cortava o mar a gente belicosa
já lá da banda do austro e do oriente,
entre a costa etiópica e a famosa
ilha de são lourenço; e o sol ardente
queimava então os deuses que tifeu
c'o o temor grande em peixes converteu.","tandis qu’à l'avenir que le sort leur désigne,
l’olympe glorieux veut ainsi prendre part,
nos hardis matelots ont repassé la ligne,
voguant vers l’orient qu’ils cherchent au hasard.
ils se trouvaient alors entre l'ethiopie
el l'île s. laurent; les obliques rayons
d'un dévorant soleil brûlaient la troupe impie
de ces dieux que typhée a changés en poissons.","♪ Pendant que ça se passe dans la belle ♪
la maison éthérée de l'olympe omnipotent,
Coupe la mer aux gens belliqueux
déjà du groupe de l'Austro et de l'Est,
entre la côte éthiopienne et la célèbre
L'île d'eux est laurence; et le soleil brûle.
Il a ensuite brûlé les dieux que le typhus
J'ai une grande peur dans les poissons convertis.",pt,fr
"tão brandamente os ventos os levavam
como quem o céu tinha por amigo;
sereno o ar, e os tempos se mostravam,
sem nuvens, sem receio de perigo.
o promontório prasso já passavam
na costa de etiópia, nome antigo,
quando o mar, descobrindo, lhe mostrava
novas ilhas, que em torno cerca e lava.","on oui dit que le ciel, protégeant leur voyage,
disait aux aquilons de souiller doucement.
l'air était pur; au ciel pas un triste nuage
qui rappelle au marin le péril menaçant.
sur la côte, ils ont vu s’enfuir et disparaître
le cap que les anciens avaient nommé prasso.
tout à coup sur la mer, ils voient poindre et naître
des îles qu’elle entoure et baigne de scs eaux.","♪ ♪ si doucement les vents les ont portés ♪
comme celui qui avait le ciel comme ami,
l'air était clair, et les temps étaient clairs,
Pas de nuages, pas de peur du danger.
le promontoire du prasso était déjà en train de passer
sur la côte éthiopienne, ancien nom,
quand la mer, l'ayant découvert, lui a montré
de nouvelles îles, qui entourent et lavent.",pt,fr
"vasco da gama, o forte capitão,
que a tamanhas empresas se oferece,
de soberbo e de altivo coração,
a quem fortuna sempre favorece,
para se aqui deter não vê razão,
que inabitada a terra lhe parece.
por diante passar determinava,
mas não lhe sucedeu como cuidava.","mais vasco de gama, l’illustre capitaine
qui de celle entreprise osa seul se charger,
dont l'indomptable cœur, la valeur plus qu’humaine
ont contraint la fortune à le favoriser:
gama, dans son esprit n’ayant le moindre doute
qu’en ces sauvages lieux aucun être habitait,
avait fait le signal de poursuivre la route,
mais il n’en advint point ainsi qu’il le pensait.","Vasco da gamma, le capitaine fort,
que ces entreprises s'offrent elles-mêmes,
d'orgueil et de cœur élevé,
à qui la fortune est toujours favorable,
Si tu t'arrêtes ici, tu ne vois aucune raison,
que la terre vous semble inhabitée.
par le chemin passé déterminé,
Mais ça ne lui est pas arrivé comme il s'est occupé de lui.",pt,fr
"eis aparecem logo em companhia
uns pequenos batéis, que vêm daquela
que mais chegada à terra parecia,
cortando o longo mar com larga vela.
a gente se alvoroça, e de alegria
não sabe mais que olhar a causa dela.
que gente será esta, em si diziam,
que costumes, que lei, que rei teriam?","de pile la plus grande et la plus proche terre,
plusieurs petits canots parlent en même temps.
tendant leur longue voile à la brise légère
ils paraissent glisser sur les flots transparents.
un hourra retentit dans tous les équipages,
tous fixent même objet. l’on se dit entre soi,
que seront ces gens-là, leurs mœurs et leurs usages?
quelle loi suivront-ils, et quel sera leur roi?","- Ils seront bientôt en compagnie.
Deux petites chauves-souris, venant de celle-là.
qui, quand il est venu sur la terre, semblait,
couper la longue mer avec une large voile.
nous sommes réveillés, et nous sommes heureux.
Tu ne sais rien d'autre que regarder sa cause.
Ce que les gens vont être, en eux-mêmes ils diraient,
Quelles coutumes, quelle loi, quel roi auraient-ils?",pt,fr
"as embarcações eram, na maneira,
mui veloces, estreitas e compridas:
as velas, com que, vêm, eram de esteira
dumas folhas de palma, bem tecidas;
a gente da cor era verdadeira,
que faeton, nas terras acendidas,
ao mundo deu, de ousado, o não prudente:
o pado o sabe, o lampetusa o sente.","ces canots que déjà détaille mieux la vue,
et,aient fort longs, étroits, paraissant fins voiliers;
la voile qu’ils portaient était longue et tissue
des flexibles rameaux de certains palmiers.
quant aux gens ils étaient de l’obscure nuance
que transmit phaëlon, quand l’imprudent faillit
allumer sur la terre un incendie immense;
au padus, on le sait; lampétuse en gémit!","Les bateaux étaient, dans le chemin,
très rapide, étroit et long:
les bougies, avec lesquelles, viennent, étaient de tapis
feuilles de palme, bien tissées;
Les gens de la couleur étaient vrais,
quel faeton, dans les terres en feu,
au monde a donné, avec hardiesse, l'imprudent:
Le canard le sait, la lampetusa le sent.",pt,fr
"de panos de algodão vinham vestidos,
de várias cores, brancos e listrados:
uns trazem derredor de si cingidos,
outros em modo airoso sobraçados:
da cinta para cima vêm despidos;
por armas têm adargas o terçados;
com toucas na cabeça; e navegando,
anafis sonorosos vão tocando.","de, pièces de colon, à rayures ou blanches
ils étaient revêtus, suivant leurs goûts divers.
les unes en ceinture, et leur couvrant les hanches,
les autres sur le dos flottant au gré des airs.
leur poitrine était nue. en signe pacifique
le sabre, la zagaie, auprès d’eux sont rangés.
el tout en naviguant, leur barbare musique
fait entendre des sons discords et prolongés.","Ils étaient vêtus de tissus de coton,
de plusieurs couleurs, blanches et rayées:
Certains d'entre eux sont autour de toi.
Autres en mode air résiduel:
de la ceinture vers le haut, ils sont tirés;
par des armes qu'ils ont des poignards ou des tiers;
avec des chapeaux sur sa tête, et la voile,
Les anaphis sonores vont jouer.",pt,fr
"co'os panos e co'os braços acenavam
as gentes lusitanas, que esperassem;
mas já as proas ligeiras se inclinavam
para que junto às ilhas amainassem.
a gente e marinheiros trabalhavam,
como se aqui os trabalhos se acabassem;
tomam velas; amaina-se a verga alta;
da âncora, o mar ferido, em cima salta.","leur pagnes et leurs bras qu’en tous sens ils agitent
disent de les attendre aux vaillants portugais;
mais inclinant la proue, eux mêmes leur évitent,
la moitié du chemin, et vont mouiller auprès.
comme arrivant au bout de sa course lointaine,
avec ardeur chacun à la manœuvre agit,
on cargue la voilure, on amène l'antenne,
la mer que l’ancre blesse, écume et rejaillit.","Avec les vêtements et les bras agités
le peuple lusitanien, qui attendait;
Mais maintenant, les arcs légers s'inclinaient
pour qu'ils s'enfoncent dans les îles.
Nous et les marins avons travaillé,
comme si le travail était fait ici;
prendre des bougies; broyer la tige haute;
de l'ancre, de la mer blessée, sur les sauts en haut.",pt,fr
"não eram ancorados, quando a gente
estranha pelas cordas já subia.
no gesto ledos vêm, e humanamente
o capitão sublime os recebia:
as mesas manda pôr em continente;
do licor que lieo prantado havia
enchem vasos de vidro, e do que deitam,
os de faeton queimados nada enjeitam.","l’on n’était pas mouillé qu’aux agrès et aux câbles.
tous ces gens s’accrochant, sont grimpés lestement.
leurs gestes, leur regards sont bienveillants, affables.
gama, dans son accueil, est non moins confiant.
par son ordre, on leur sert des mets de toute espèce,
la coupe de cristal s’emplit d’un vin vermeil
el l'abondance règne à la vive allégresse
de ces hommes noircis par les feux du soleil.","Ils n'étaient pas ancrés, quand nous
Étrange par les cordes qu'il grimpait déjà.
dans le geste lu viennent, et humainement
le sublime capitaine les reçut:
les tables doivent être placées sur un continent;
de l'alcool que j'avais pleuré
remplir des vases en verre, et ce qu'ils ont couché,
Les faetons brûlés n'abandonnent pas.",pt,fr
"comendo alegremente perguntavam,
pela arábica língua, donde vinham,
quem eram, de que terra, que buscavam,
ou que partes do mar corrido tinham?
os fortes lusitanos lhe tornavam
as discretas respostas, que convinham:
os portugueses somos do ocidente,
imos buscando as terras do oriente.","tout en mangeant gaîment, en arabe langage
ils demandent leur nom et d’où sont-ils venus?
ce qu’ils viennent chercher sur ce lointain rivage?
quels endroits de la mer ils avaient parcourus?
les braves portugais, usant de courtoisie,
répondent en ces mots: «nous venons d'occidenl,
«on nomme portugal notre belle patrie,
«nous cherchons une issue aux pays d'orient.","Quand ils mangeaient joyeusement, ils demandaient:
par la langue arabe, où ils sont venus,
qui étaient, de quel pays, qui cherchaient,
ou quelles parties de la mer courante avaient-ils?
les Lusitaniens forts l'ont fait
les réponses discrètes, qui ont convenu:
les Portugais sont de l'ouest,
Nous cherchons les terres de l'est.",pt,fr
"do mar temos corrido e navegado
toda a parte do antártico e calisto,
toda a costa africana rodeado,
diversos céus e terras temos visto;
dum rei potente somos, tão amado,
tão querido de todos, e benquisto,
que não no largo mar, com leda fronte,
mas no lago entraremos de aqueronte.","«dans les mers de callisle et du pôle antarctique
«il n’est point un endroit que ne sachions pas;
«nous avons fait le tour des côtes de l’alrique,
«nous avons vu changer les deux et les climats;
«sujets tout dévoués d’un roi dont la puissance
«inspire le respect et l’admiration,
«nous sommes si bien vus, qu’outre la mer immense
«nous pourrions sans frayeur traverser l’achéron.","♪ de la mer nous avons couru et navigué ♪
toute la partie de l'Antarctique et Callisto,
toute la côte africaine encerclée,
Nous avons vu beaucoup de cieux et de terres;
d'un roi puissant que nous sommes, si aimés,
si cher à tous, et benequisto,
Pas en pleine mer, avec un rebord avant,
Mais dans le lac, nous irons avec un gland.",pt,fr
"e por mandado seu, buscando andamos
a terra oriental que o indo rega;
por ele, o mar remoto navegamos,
que só dos feios focas se navega.
mas já razão parece que saibamos,
se entre vós a verdade não se nega,
quem sois, que terra é esta que habitais,
ou se tendes da índia alguns sinais?
somos, um dos das ilhas lhe tornou,
estrangeiros na terra, lei e nação;
que os próprios são aqueles, que criou
a natura sem lei e sem razão.
nós temos a lei certa, que ensinou
o claro descendente de abraão
que agora tem do mundo o senhorio,
a mãe hebreia teve, e o pai gentio.","«en cherchant par son ordre une issue aux contrées
«qu’arrosent dans leur cours et le gange et l’indus,
«nous avons vu des mers par nul homme explorées,
«où les phoques hideux étaient seuls parvenus.
«vous savez notre nom et ce qui nous amène;
«a votre tour, parlez: comment vous nommez-vous?
«comment appelle-t-on celle terre lointaine?
«de l’inde désirée enfin approchons-nous?
«nous sommes, leur répond un des gens de cette île,
«etrangers à ces lieux envahis sans combat.
«les naturels du sol, errants et sans asile,
«sont tels que les plaça la nature ici bas;
«nous jouissons des bienfaits de la sainte croyance,
«que transmit d’abraham l’illustre petit fils,
«ismaël, dont le monde adore l’influence,
«qui doit son père aux juifs et sa mère aux gentils.","♪ et par ton commandement, à la recherche de nous ♪
la terre orientale qui la traverse;
par lui, la mer lointaine navigua,
Ce n'est que des phoques laids qui naviguent.
Mais en ce moment, il semble que nous sachions,
Si la vérité n'est pas niée parmi vous,
qui vous êtes, dans quel pays vous habitez,
Ou si vous avez des signes de l'Inde?
Nous sommes, l'une des îles l'a fait,
étrangers dans la terre, la loi et la nation;
qu'ils sont eux-mêmes ceux qui ont créé
nature sans loi et sans raison.
Nous avons la bonne loi que vous avez enseignée.
le descendant clair d'abraão
qui a maintenant le propriétaire du monde,
la mère hébraïque avait, et le père gentil.",pt,fr
"esta ilha pequena, que habitamos,
em toda esta terra certa escala
de todos os que as ondas navegamos
de quíloa, de mombaça e de sofala;
e, por ser necessária, procuramos,
como próprios da terra, de habitá-la;
e por que tudo enfim vos notifique,
chama-se a pequena ilha moçambique.","«l’ile que vous voyez, est tellement centrale
«que c’est l’unique échelle où s’arrêtent tous ceux
«qui vont à quiloa, mombaça et sofale:
«sachant combien l’endroit était avantageux
«nous l’avons pris pour nous. les brutes insulaires
«ne purent empêcher cette usurpation,
«ils s’enfuirent bientôt dans les bois et les terres,
«pour tout vous dire enfin: mozambique est son nom.","Cette petite île, dans laquelle nous habitons,
dans toute cette terre d'une certaine échelle
de toutes les vagues que nous naviguons
de kéloa, de mammouth et de canapé;
et, parce que c'est nécessaire, nous cherchons,
comme appartenant à la terre, pour l'habiter;
Et pourquoi tout devrait enfin vous avertir,
Ça s'appelle la petite île mozambicaine.",pt,fr
"e já que de tão longe navegais,
buscando o indo idaspe e terra ardente,
piloto aqui tereis, por quem sejais
guiados pelas ondas sabiamente.
também será bem feito que tenhais
da terra algum refresco, e que o regente
que esta terra governa, que vos veja,
e do mais necessário vos proveja.","«et puisque votre roi commande à votre flotte
«de chercher l’orienl et l’hydaspe indien,
«nous vous procurerons un habile pilote,
«qui vous en montrera sur l'onde le chemin.
«l’île, quoique petite, est pourtant bien pourvue
«de rafraîchissements, et notre gouverneur
«qui désire avec vous avoir une entrevue,
«aux plus pressants besoins pourvoira de grand cœur.»","Depuis que tu navigues,
À la recherche de la sortie et du brûlage des terres,
pilote ici vous aurez, par qui vous êtes
guidé par les vagues sagement.
Il sera également bien fait que vous ayez
de la terre, quelque rafraîchissement, et que le chef
Que ce pays règne, qu'il vous voie,
et vous fournir tout ce dont vous avez besoin.",pt,fr
"isto dizendo, o mouro se tornou
a seus batéis com toda a companhia;
do capitão e gente se apartou
com mostras de devida cortesia.
nisto febo nas águas encerrou,
co'o carro de cristal, o claro dia,
dando cargo à irmã, que alumiasse
o largo mundo, enquanto repousasse.","disant ces mots, le maure et tout son entourage,
regagnent leurs canots, mais en quittant le bord
ils font au capitaine ainsi qu a l’équipage,
des signes bienveillants et du meilleur accord.
alors phébus ayant achevé sa carrière,
dans son char de cristal s’abîmait dans les îlots,
et déjà de sa sœur, la plus douce lumière
le remplaçait pendant qu’il se livre au repos.","Ce dicton, le Maure est devenu
leurs batailles avec toute la compagnie;
de la part du capitaine et les gens sont partis
avec des démonstrations de courtoisie.
dans cette fièvre dans les eaux s'est fermée,
avec la voiture de cristal, le jour clair,
prendre en charge la soeur, afin qu'elle puisse alléger
le monde entier, tant qu'il était reposé.",pt,fr
"a noite se passou na lassa frota
com estranha alegria, e não cuidada,
por acharem da terra tão remota
nova de tanto tempo desejada.
qualquer então consigo cuida e nota
na gente e na maneira desusada,
e como os que na errada seita creram,
tanto por todo o mundo se estenderam,
da lua os claros raios rutilavam
pelas argênteas ondas neptuninas,
as estrelas os céus acompanhavam,
qual campo revestido de boninas;
os furiosos ventos repousavam
pelas covas escuras peregrinas;
porém da armada a gente vigiava,
como por longo tempo costumava.","celle nuit s’écoula sur la hotte épuisée
dans les riants projets et les joyeux transports,
leur espérance enfin était réalisée:
celle inde, but constant de travaux et d’efforts,
elle était donc montrée à leur impatience!
ils s occupaient aussi de ce peuple inconnu,
et s étonnaient entr’eux que la fausse croyance
se lût par l´univers aussi loin répandu.
la lune projetait sur les ondes tremblantes,
ses reflets argentés et ses douces lueurs;
le ciel resplandissait d'étoiles scintillantes,
tel au printemps un pré tout émaillé de fleurs.
retenant leur haleine et leurs fureurs cruelles,
dans les antres obscurs reposaient les autans.
mais a bord des vaisseaux veillaient les sentinelles.
les lusitains dormaient sous leurs soins vigilants.","La nuit a été passée dans la flotte de Lassa.
avec une joie étrange, et sans soins,
Pour avoir trouvé la terre si éloignée
nouveau de si longtemps désiré.
N'importe quand je peux prendre soin de et noter
en nous et dans la manière usée,
et comme ceux qui, dans la mauvaise secte, ont cru,
ils se sont répandus dans le monde entier,
De la lune les rayons lumineux rouillés
par les ondes argentées de Neptune,
les étoiles que les cieux accompagnaient,
quel champ est couvert de poupées;
les vents furieux reposaient
par les tombes sombres de pèlerins;
Mais de l'armada que nous avons regardé,
comme je l'ai fait pendant longtemps.",pt,fr
"mas assim como a aurora marchetada
os formosos cabelos espalhou
no céu sereno, abrindo a roxa entrada
ao claro hiperiônio, que acordou,
começa a embandeirar-se toda a armada,
e de toldos alegres se adornou,
por receber com festas e alegria
o regedor das ilhas, que partia.","l’aurore, dans les cieux, secouant sa chevelure,
a peine devançait le retour, empourpre,
du radieux phébus, flambeau de la nature.
qu’a bord pour l’entrevue on a tout prépare.
de brillantes couleurs la flotte se pavoise,
sur le pont, on étend de soyeux pavillons,
gama, par une fêle éclatante et courtoise,
veut accueillir le chef et ses noirs compagnons.","♪ mais tout comme l'aurore marchante ♪
Les beaux cheveux se sont propagés
dans le ciel serein, ouvrant l'entrée pourpre
à l'hyperionion clair, qui s'est réveillé,
commence à porter le drapeau de toute l'armada,
et avec des auvents joyeux, il s'est paré,
recevoir avec des fêtes et de la joie
le chef des îles, qui partait.",pt,fr
"partia alegremente navegando,
a ver as naus ligeiras lusitanas,
com refresco da terra, em si cuidando
que são aquelas gentes inumanas,
que, os aposentos cáspios habitando,
a conquistar as terras asianas
vieram; e por ordem do destino,
o império tomaram a constantino.","mais déjà de ceux-ci la flotille s’avance,
pour voir des portugais les navires légers,
les viandes cl les fruits viennent en abondance,
le cheik croyait trouver ces farouches gucrricis
qui s’élançant des bords de la mer caspienne
inondèrent l’asie, obtenant du destin
de courber à leur joug, et sous la foi païenne
l'empire glorieux fondé par constantin.","Elle naviguait joyeusement,
Voyant la lumière du naus lusitanien,
avec rafraîchissement de la terre, dans la sollicitude
qui sont ces personnes inhumaines,
qui, les chambres des frênes qui habitent,
conquête des terres asiatiques
ils sont venus, et par ordre de destinée,
l'empire a pris la constante.",pt,fr
